Title,Sol#,Department/Ind.Agency,Sub-Tier,Office,PostedDate,Type,ArchiveDate,SetASideCode,ResponseDeadLine,NaicsCode,PopState,PopZip,PopCountry
"Tegucigalpa, Honduras - Janitorial Services for the New Embassy Compound",19H08023Q0027,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY VALLETTA,46:21.0,Solicitation,6/30/2024,,2023-10-17T10:00:00-06:00,561720,HN-FM,,HND
Olopatadine HCL 0.1% Ophthalmic Solution,SPE2D222R0117,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,17:40.4,Award Notice,2/15/2028,,,325412,Canada,,CAN
Sumatriptan Succinate Tablets,SPE2D223R0003,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,42:26.7,Award Notice,7/27/2030,,,325412,AU-ACT,4300,AUS
Tolterodine Tartrate ER 24HR Capsules,SPE2D223R0001,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,37:58.9,Award Notice,12-12-29,,,325412,IN-MH,421506,IND
Levalbuterol HCL Solution,SPE2D221R0116,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,52:34.6,Award Notice,8/31/2028,,,325412,GB-ENG,,GBR
Tolterodine Tartrate ER 24HR Capsules,SPE2D223R0001,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,25:15.7,Award Notice,12-12-29,,,325412,IN-MH,421506,IND
Levalbuterol HCL Solution,SPE2D221R0116,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,27:43.5,Award Notice,8/31/2028,,,325412,GB-ENG,,GBR
Sumatriptan Succinate Tablets,SPE2D223R0003,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,20:46.0,Award Notice,7/27/2030,,,325412,AU-ACT,4300,AUS
Repair of the HH-60G Control Display Unit (CDU),FA8524-22-R-0022,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA8524  AFSC PZAAA,00:59.8,Award Notice,06-07-25,,,811210,CA-ON,,CAN
"Non-Complex Construction and Design Build Construction, Basic Ordering Agreement RAF Lakenheath, Suffolk",FA558723GXXXX,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5587  48 CONS,29:34.5,Sources Sought,08-12-23,,2023-07-28T15:00:00+01:00,23,,,GBR
"Janitorial Services in Copenhagen, Denmark",19DA2023Q0007,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,16:34.1,Presolicitation,12/31/2024,,,561720,,2100,DNK
"One-Step Open BAA, US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities",FA520922S0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,43:17.1,Solicitation,9/14/2027,,2027-08-30T16:00:00+09:00,541715,Tokyo,1970001,JPN
TMC-Biser_Travel_AUG_2023-JUL_2028,19MK8023D0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY SKOPJE,58:54.8,Award Notice,7/31/2028,,,561510,,1000,MKD
"AMENDMENT-2 - 19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES SOLICITATION, MINUTE MEETING AND Q&A",19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,43:50.5,Solicitation,6/17/2023,,2023-06-02T10:00:00+03:00,517112,All of Tanzania,,TZA
"Student Transportation Services in Copenhagen, Denmark",19DA2023Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,34:42.9,Solicitation,12/31/2024,,2023-05-25T17:00:00+02:00,485410,,2100,DNK
AMENDMENT-1 - 19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES,19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,26:42.2,Solicitation,6/17/2023,,2023-06-02T10:00:00+03:00,517112,All of Tanzania,,TZA
"Base Operations Support (BOS) Services at Naval Station Guantanamo Bay, Cuba",N6945023D0022,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM SOUTHEAST,31:15.1,Award Notice,12/31/2024,,,561210,,,CUB
Regional Resilience Activity for Sahel Region,7.21E+12,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/SENEGAL,07:42.5,Sources Sought,12/31/2024,LAS,2023-05-31T17:00:00+00:00,6117,SENEGAL,,SEN
"Student Transportation Services in Copenhagen, Denmark",19DA2023Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,20:09.5,Solicitation,12/31/2024,,2023-05-09T00:00:00+02:00,485410,,2100,DNK
19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES,19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,11:16.6,Solicitation,6/17/2023,,2023-06-02T10:00:00+03:00,517112,All of Tanzania,,TZA
19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES,19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,06:09.1,Presolicitation,,,2023-03-31T17:00:00+03:00,517112,All of Tanzania,,TZA
19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES,19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,06:09.1,Presolicitation,,,2023-03-31T17:00:00+03:00,517112,All of Tanzania,,TZA
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,19:44.5,Solicitation,12/31/2025,,2023-05-03T11:00:00-04:00,561612,,,JOR
"One-Step Open BAA, US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities",FA520922S0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,12:11.4,Solicitation,9/14/2027,,2027-08-30T16:00:00+09:00,541715,Tokyo,1970001,JPN
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,54:12.7,Solicitation,12/31/2025,,2023-04-19T11:00:00-04:00,561612,,,JOR
"Student Transportation Services in Copenhagen, Denmark",19DA2023Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,25:11.4,Solicitation,12/31/2024,,2023-05-09T00:00:00+02:00,485410,,2100,DNK
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,14:21.3,Solicitation,12/31/2025,,2023-04-05T11:00:00-04:00,561612,,,JOR
"One-Step Open BAA, US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities",FA520922S0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,30:11.9,Solicitation,9/14/2027,,2027-08-30T16:00:00+09:00,541715,Tokyo,1970001,JPN
Supporting for Integrated Health Activities in Angola,RFI-654-23-2023,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/SOUTH AFRICA,10:15.9,Special Notice,3/22/3023,,,,,,AGO
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,48:55.8,Solicitation,12/31/2025,,2023-03-22T11:00:00-04:00,561612,,,JOR
"One-Step Open BAA, US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities",FA520922S0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,10:21.0,Solicitation,9/14/2027,,2027-08-30T16:00:00+09:00,541715,Tokyo,1970001,JPN
Institutional Strengthening of DEVIDA,72052723RFI00004,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,"USAID/PERU AV. LA ENCALADA,",49:41.3,Special Notice,03-06-25,,2023-03-06T16:00:00-05:00,541990,Lima,,PER
Olopatadine HCL 0.1% Ophthalmic Solution,SPE2D222R0117,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,55:11.1,Award Notice,2/15/2028,,,325412,Canada,,CAN
"Student Transportation Services in Copenhagen, Denmark",19DA2023Q0005,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY COPENHAGEN,44:51.1,Presolicitation,12/31/2024,,,485410,,2100,DNK
Olopatadine HCL 0.1% Ophthalmic Solution,SPE2D222R0117,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,40:28.7,Award Notice,2/15/2028,,,325412,Canada,,CAN
Institutional Strengthening of DEVIDA,72052723RFI00004,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,"USAID/PERU AV. LA ENCALADA,",20:54.9,Special Notice,,,2023-03-06T16:00:00-05:00,541990,Lima,,PER
Institutional Strengthening of DEVIDA,72052723RFI00004,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,"USAID/PERU AV. LA ENCALADA,",05:57.2,Special Notice,,,2023-03-06T16:00:00-05:00,541990,Lima,,PER
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,53:17.5,Solicitation,12/31/2025,,2023-03-22T11:00:00-04:00,561612,,,JOR
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,24:27.6,Solicitation,12/31/2025,,2023-03-22T11:00:00-04:00,561612,,,JOR
19TZ2023Q0002 - US EMBASSY CELLPHONE SERVICES,19TZ2023Q0002,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY DAR ES SALAAM,00:47.9,Presolicitation,,,2023-03-31T17:00:00+03:00,517112,All of Tanzania,,TZA
MSGR Cooking Services,PR11225952,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY TIRANA,14:29.4,Award Notice,12-08-28,,,42349,,,ALB
Local Guard Services - U.S. Mission Amman Jordan,19AQMM23R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",ACQUISITIONS - AQM MOMENTUM,21:04.6,Presolicitation,12/31/2024,,,561612,,,JOR
"One-Step Open BAA, US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities",FA520922S0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,01:10.2,Solicitation,9/14/2027,,2027-08-30T16:00:00+09:00,541715,Tokyo,1970001,JPN
Levalbuterol HCL Solution,SPE2D221R0116,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,41:07.8,Award Notice,8/31/2028,,,325412,Cheshire,73fa,GBR
"One-Step Open BAA, US Army Combat Capabilities Development Command (DEVCOM) Indo-Pacific Fundamental Research Collaboration Opportunities",FA520922S0001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,41:01.5,Solicitation,9/14/2027,,2027-08-30T16:00:00+09:00,541715,Tokyo,1970001,JPN
Thallium Bromide Capacitive Frisch Grid Detector Development,RWRD-22-0041,"HOMELAND SECURITY, DEPARTMENT OF",OFFICE OF PROCUREMENT OPERATIONS,CWMD ACQ DIV,30:11.4,Presolicitation,12/31/2032,,2022-08-19T17:00:00-04:00,5417,Ontario,K0J1J0,CAN
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,54:28.2,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,52:51.7,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,32:58.3,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,29:49.4,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,18:41.4,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,06:13.2,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,44:22.5,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,43:28.2,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,11:03.4,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,10:53.1,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,00:36.1,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,00:32.2,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
"Construction of P992 Fleet Maintenance Facility (FMF) & Tactical Operations Center (TOC), Isa Air Base, Bahrain",W912ER22R0005,DEPT OF DEFENSE,DEPT OF THE ARMY,W31R ENDIS MIDDLE EAST,29:28.6,Presolicitation,12/31/2022,,2022-05-13T16:00:00-04:00,236220,,,BHR
RFI - A&AS V Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,18:04.9,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
A&AS V - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,17:45.4,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
Health Insurance Coverage for LES of the U.S. Embassy Jakarta,191D3222R0016,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,58:08.6,Presolicitation,01-01-30,,2022-09-30T12:00:00+07:00,52411,,10110,IDN
EPS - RFI Date Extension & One-on-One Opportunity,15-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,04:50.8,Special Notice,12/31/2026,,2022-03-25T23:59:00-04:00,541990,,,DEU
RFI - USAFE EPS Draft Documents,07-Mar-22,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,DEPT OF THE AIR FORCE,30:08.3,Special Notice,12/31/2033,,2022-03-11T17:00:00-05:00,541990,,66877,DEU
RFQ FOR ENTREPRENEUR TRAINING,72039122Q00011,AGENCY FOR INTERNATIONAL DEVELOPMENT,AGENCY FOR INTERNATIONAL DEVELOPMENT,USAID/PAKISTAN,43:28.0,Solicitation,5/31/2025,,2022-03-28T17:00:00+05:00,611430,ICT,,PAK
"Naval Support Facility (NSF) Redzikowo, Poland Electrical Power",N33191-17-C-1205,DEPT OF DEFENSE,DEPT OF THE NAVY,NAVFACSYSCOM EUROPE AFRICA CENTRAL,52:09.1,Justification,1/22/2022,,,221122,,,POL
LES Supplemental Health Insurance,19MK80-21-D0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY SKOPJE,05:24.5,Award Notice,10/29/2025,,,524114,,,MKD
DLA ENERGY FUEL REQUIREMENTS for 1.8R PC&S GUAM,SPE605-21-R-0217,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,50:12.0,Combined Synopsis/Solicitation,4/15/2026,,2021-07-06T15:00:00-04:00,324110,,,GUM
DLA ENERGY FUEL REQUIREMENTS for 1.8R PC&S GUAM,SPE605-21-R-0217,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,43:08.1,Combined Synopsis/Solicitation,4/15/2026,,2021-07-06T15:00:00-04:00,324110,,,GUM
DLA ENERGY FUEL REQUIREMENTS for 1.8R PC&S GUAM,SPE605-21-R-0217,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,29:19.6,Combined Synopsis/Solicitation,01-01-26,,2021-06-25T15:00:00-04:00,324110,,,GUM
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,00:36.4,Solicitation,07-01-30,,2021-07-22T12:00:00+07:00,517311,,,IDN
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,04:48.1,Solicitation,07-01-30,,2021-07-22T12:00:00+07:00,517311,,,IDN
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,10:46.8,Solicitation,07-01-30,,2021-07-09T12:00:00+07:00,517311,,,IDN
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,58:30.7,Solicitation,07-01-30,,2021-07-01T12:00:00+07:00,517311,,,IDN
DLA ENERGY FUEL REQUIREMENTS for 1.8R PC&S GUAM,SPE605-21-R-0217,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,12:30.3,Combined Synopsis/Solicitation,07-10-21,,2021-06-25T15:00:00-11:00,324110,,,GUM
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,37:58.7,Solicitation,07-01-30,,2021-06-10T12:00:00+07:00,517311,,,IDN
DLA ENERGY FUEL REQUIREMENTS for 1.8R PC&S GUAM,SPE605-21-R-0217,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA ENERGY,44:27.6,Combined Synopsis/Solicitation,6/26/2021,,2021-06-11T15:00:00-04:00,324110,,,GUM
LE Staff Health Insurance Contract,19AL6020R0001,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY TIRANA,12:54.2,Award Notice,3/31/2026,,,524114,,,ALB
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,53:50.6,Solicitation,07-01-30,,2021-04-20T12:00:00+07:00,517311,,,IDN
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,37:53.0,Solicitation,07-01-30,,2021-04-20T12:00:00+07:00,517311,,,IDN
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,18:44.9,Solicitation,07-01-30,,2021-04-06T12:00:00+07:00,517311,,,IDN
Solicitation of Cellphone Calls an Internet Data Services,191D3221Q0006,"STATE, DEPARTMENT OF","STATE, DEPARTMENT OF",U.S. EMBASSY JAKARTA,01:44.0,Solicitation,07-01-30,,2021-04-06T12:00:00+07:00,517311,,,IDN
Duloxetine HCL DR Capsules,SPE2D220D0098,DEPT OF DEFENSE,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,23:53.9,Award Notice,9/16/2025,,,325412,,8001,ESP
Hydraulic Cylinder Machine,W912PB20Q3123,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,53:25.3,Solicitation,09-01-20,,2020-08-17T03:00:00-04:00,333924,,9114,DEU
NOTICE OF AWARD - KUWAIT JOC IDIQ,W912ER,DEPT OF DEFENSE,DEPT OF THE ARMY,W31R ENDIS MIDDLE EAST,28:49.9,Special Notice,5/16/2025,,2025-05-01T00:01:00-04:00,,,,KWT
US Air Forces Europe-Africa Commercial Solutions Opening (CSO),FA5641-19-S-C001,,,,10-04-19 1:50,Combined Synopsis/Solicitation,10/22/2019,,2019-10-07T10:00:00-05:00,423830,,66877,DEU
60-day Jones Act Tanker Time Charter,N32205-19-R-3265,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,10-01-19 15:08,Presolicitation,10/19/2019,,2019-10-04T09:00:00-05:00,483111,,,GBR
US Air Forces Europe-Africa Commercial Solutions Opening (CSO),FA5641-19-S-C001,,,,9/30/2019 10:18,Combined Synopsis/Solicitation,10/22/2019,,2019-10-07T10:00:00-05:00,423830,,66877,DEU
60-day Jones Act Tanker Time Charter,N32205-19-R-3265,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,9/25/2019 13:29,Presolicitation,10-11-19,,2019-09-26T10:00:00-05:00,483111,,,GBR
UNITED STATES FORCES JAPAN (USFJ) COMMAND CENTER CONSOLE UPGRADE,FA5209-19-Q-070A,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,9/24/2019 4:04,Combined Synopsis/Solicitation,10-10-19,,2019-09-25T21:00:00-05:00,334290,,,JPN
US Air Forces Europe-Africa Commercial Solutions Opening (CSO),FA5641-19-S-C001,,,,9/24/2019 1:43,Combined Synopsis/Solicitation,10/22/2019,,2019-10-07T10:00:00-05:00,423830,,66877,DEU
60-day Jones Act Tanker Time Charter,N32205-19-R-3265,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,9/23/2019 17:14,Presolicitation,10-11-19,,2019-09-26T10:00:00-05:00,483111,,,GBR
MSC requires services to perform 6000hr maintenance on 2 SSDGs.,N3220519Q6876,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,9/23/2019 13:31,Combined Synopsis/Solicitation,10/22/2019,,2019-10-07T12:00:00-05:00,811310,,,PHL
60-day Jones Act Tanker Time Charter,N32205-19-R-3265,DEPT OF DEFENSE,DEPT OF THE NAVY,MSC NORFOLK,9/23/2019 10:27,Presolicitation,10-11-19,,2019-09-26T10:00:00-05:00,483111,,,GBR
UNITED STATES FORCES JAPAN (USFJ) COMMAND CENTER CONSOLE UPGRADE,FA5209-19-Q-070A,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,9/23/2019 2:23,Combined Synopsis/Solicitation,10-09-19,,2019-09-24T21:00:00-05:00,334290,,,JPN
Deployment-related Health Assessment (DRHA) / Mental Health Assessment (MHA) Provider,FA520519QMG09,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5205  35 CONS PK,09-10-19 4:54,Combined Synopsis/Solicitation,9/26/2019,,2019-09-11T03:00:00-05:00,621330,,,JPN
Deployment-related Health Assessment (DRHA) / Mental Health Assessment (MHA) Provider,FA520519QMG09,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5205  35 CONS PK,09-09-19 22:47,Combined Synopsis/Solicitation,9/26/2019,,2019-09-11T03:00:00-05:00,621330,,,JPN
Deployment-related Health Assessment (DRHA) / Mental Health Assessment (MHA) Provider,FA520519QMG09,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5205  35 CONS PK,09-05-19 0:43,Combined Synopsis/Solicitation,9/26/2019,,2019-09-11T03:00:00-05:00,621330,,,JPN
Mobile Hybrid Powered Generator Spare Parts,W912ER-19-R-0032,,,,09-03-19 11:31,Combined Synopsis/Solicitation,10-09-19,,2019-09-24T10:00:00-05:00,335312,,,EGY
Shop Trucks,W564KV-19-Q-TRKS,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,09-03-19 8:03,Presolicitation,9/24/2019,,2019-09-09T06:00:00-05:00,336111,,67657,DEU
Mobile Hybrid Powered Generator Spare Parts,W912ER-19-R-0032,,,,8/22/2019 11:06,Combined Synopsis/Solicitation,9/19/2019,,2019-09-04T10:00:00-05:00,335312,,,EGY
Shop Trucks,W564KV-19-Q-TRKS,DEPT OF DEFENSE,DEPT OF THE ARMY,0409 AQ HQ     CONTRACT,8/22/2019 3:37,Presolicitation,9/24/2019,,2019-09-09T06:00:00-05:00,336111,,67657,DEU
Mobile Hybrid Powered Generator Spare Parts,W912ER-19-R-0032,,,,8/14/2019 15:04,Combined Synopsis/Solicitation,09-07-19,,2019-08-23T10:00:00-05:00,335312,,,EGY
Lifting Device Maintenance - Okinawa,FA527019QA055,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5270  18 CONS PK,8/14/2019 2:16,Combined Synopsis/Solicitation,09-10-19,,2019-08-26T23:00:00-05:00,811310,,,JPN
Lifting Device Maintenance - Okinawa,FA527019QA055,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5270  18 CONS PK,8/13/2019 20:40,Combined Synopsis/Solicitation,09-10-19,,2019-08-26T23:00:00-05:00,811310,,,JPN
"Demolish 12 Buildings at Kawakami Ammunition Depot, Hiroshima, Japan",FA5209-19-BA001,DEPT OF DEFENSE,DEPT OF THE AIR FORCE,FA5209  374 CONS PK,7/22/2019 5:26,Presolicitation,8/20/2019,,2019-08-05T14:00:00-08:00,238910,,,JPN
Biochemical Antibiotics Susceptibility Testings,W81K0219Q0199,,,,7/15/2019 16:48,Presolicitation,09-05-19,,2019-08-21T10:00:00-09:00,325413,,,KOR
Biochemical Antibiotics Susceptibility Testings,W81K0219Q0199,,,,7/15/2019 13:39,Presolicitation,09-05-19,,2019-08-21T10:00:00-09:00,325413,,,KOR
Gardening Services,19BL4019Q0003,,,,07-02-19 9:23,Presolicitation,8/24/2019,,2019-08-09T12:00:00-05:00,561730,,,BOL
Gardening Services,19BL4019Q0003,,,,07-02-19 9:20,Presolicitation,07-12-19,,2019-06-27T12:00:00-05:00,561730,,,BOL
